y_center,y_center_mm,D32_m,D32_um,Ux_mean,n_events,n_phys_sum,frac_events_d_lt_2um,frac_mass_d_lt_2um,n_events_user0,mass_fraction_user0,D32_um_user0,Ux_mean_user0,n_events_user1,mass_fraction_user1,D32_um_user1,Ux_mean_user1,n_events_user2,mass_fraction_user2,D32_um_user2,Ux_mean_user2,n_events_m10,mass_fraction_m10,n_events_m20,mass_fraction_m20,n_events_m2,mass_fraction_m2
0.00025,0.25,1.1692799510946738e-05,11.692799510946738,98.58001197334453,962,42104.3943699036,0.014553014553014554,5.4639905949975916e-05,0,,,,0,,,,962,1.0,11.692799510946738,98.58001197334453,0,,962,1.0,0,
0.00075,0.75,1.1134272270819943e-05,11.134272270819944,104.2675492097415,2246,90762.29324642979,0.012021371326803205,4.5255534022298746e-05,0,,,,0,,,,2246,1.0,11.134272270819944,104.2675492097415,0,,2246,1.0,0,
0.00125,1.25,1.1033581707419983e-05,11.033581707419984,104.38113599742452,3951,150095.60983333166,0.008605416350291066,4.4690811893835894e-05,0,,,,0,,,,3951,1.0,11.033581707419984,104.38113599742452,0,,3951,1.0,0,
0.00175,1.75,1.1160506758012198e-05,11.160506758012197,102.63271238386011,6326,220257.34811031842,0.0115396775213405,7.153198842723468e-05,0,,,,0,,,,6326,1.0,11.160506758012197,102.63271238386011,0,,6326,1.0,0,
0.0022500000000000003,2.2500000000000004,1.152211170323936e-05,11.522111703239359,99.1998081541331,8403,262106.7500229499,0.013209568011424491,0.00011046254279683829,0,,,,10,0.010035855619633889,17.4869263374611,97.46660720153392,8393,0.9899641443803662,11.482406144201827,99.20264525953418,10,0.010035855619633889,8393,0.9899641443803662,0,
0.00275,2.75,1.1828662540362096e-05,11.828662540362096,96.60777113022165,11333,324101.13295440347,0.015176916968146123,0.00010721483642605574,0,,,,27,0.02082892264314062,17.839577063380148,95.67451545737927,11306,0.9791710773568595,11.744484620052559,96.61090684348973,27,0.02082892264314062,11306,0.9791710773568595,0,
0.0032500000000000003,3.2500000000000004,1.2140376685219779e-05,12.14037668521978,93.1178900971722,14110,378413.70084640634,0.017363571934798015,9.836515914575064e-05,0,,,,78,0.048360413332015975,18.502630759710726,93.69877845709154,14032,0.951639586667984,11.931877757323685,93.11354580840069,78,0.048360413332015975,14032,0.951639586667984,0,
0.00375,3.75,1.2607380893564825e-05,12.607380893564825,90.2125072497475,18677,447264.8658001172,0.01772233228034481,7.812128222199281e-05,0,,,,96,0.04494659968962019,18.537151715484093,89.56247557802853,18581,0.9550534003103798,12.420398963859297,90.21758106961315,96,0.04494659968962019,18581,0.9550534003103798,0,
0.00425,4.25,1.3193828970213363e-05,13.193828970213364,88.36346606878816,24750,538237.7600608515,0.015636363636363636,6.230228537009646e-05,0,,,,180,0.05885282624093678,19.27054752796361,86.33105193374215,24570,0.9411471737590633,12.938690945617363,88.38488666687145,180,0.05885282624093678,24570,0.9411471737590633,0,
0.004750000000000001,4.750000000000001,1.3884296010046184e-05,13.884296010046185,86.68687103094635,31336,598717.5614014447,0.012222364054123053,3.399462240813231e-05,0,,,,231,0.056218066368355094,19.704595798218172,83.60806883066083,31105,0.943781933631645,13.644229768854142,86.72192998164402,231,0.056218066368355094,31105,0.943781933631645,0,
0.0052499999999999995,5.249999999999999,1.4550372992911039e-05,14.550372992911038,85.84887301131326,36853,635405.3762381849,0.00865601172224785,2.5944653044840156e-05,0,,,,391,0.0742327399683144,20.23630640282332,81.91409899438177,36462,0.9257672600316855,14.229773967839881,85.9140322078546,391,0.0742327399683144,36462,0.9257672600316855,0,
0.00575,5.75,1.528832396008533e-05,15.28832396008533,85.46139411348156,39170,624869.7720514335,0.006331376053101864,1.6055648243172755e-05,0,,,,641,0.0997472497646798,20.771788865973747,81.07986848818675,38529,0.9002527502353203,14.853856878068258,85.57029766153241,641,0.0997472497646798,38529,0.9002527502353203,0,
0.00625,6.25,1.6410198379573602e-05,16.410198379573604,85.49921840679217,37994,581937.8103278737,0.004579670474285413,1.1947675284781778e-05,0,,,,1107,0.1477225133435161,21.549209017116716,80.06972415469652,36887,0.8522774866564841,15.758813935981062,85.72535430286682,1107,0.1477225133435161,36887,0.8522774866564841,0,
0.006750000000000001,6.750000000000001,1.8026223956289355e-05,18.026223956289357,85.54027386382042,33628,509782.38293320587,0.003568454859046033,5.600170306835807e-06,0,,,,2071,0.2288261020661996,22.24629864375926,79.70043367390787,31557,0.7711738979338003,17.065633997602884,86.02841378331831,2071,0.2288261020661996,31557,0.7711738979338003,0,
0.0072499999999999995,7.249999999999999,2.0334563326257558e-05,20.33456332625756,85.56663065724956,29424,460230.1911054354,0.0018692224034801523,2.648697073512327e-06,0,,,,3640,0.300724282093908,23.687566325376764,79.33139154521332,25784,0.6992757179060921,19.167741634249808,86.44286148859977,3640,0.300724282093908,25784,0.6992757179060921,0,
0.00775,7.75,2.229685504359675e-05,22.29685504359675,85.96811632689658,27919,492760.5625390417,0.0014685339732798453,1.504552736918584e-06,0,,,,5612,0.31094152881681864,25.228282150525903,79.16992009164778,22307,0.6890584711831814,21.185986267977256,87.14421511988789,5612,0.31094152881681864,22307,0.6890584711831814,0,
0.00825,8.25,2.3234017241572734e-05,23.234017241572733,87.1549254083785,28891,613943.3385407685,0.0012114499325049323,1.0644724073816388e-06,0,,,,7945,0.312309488611094,26.935737000797438,79.27284038704317,20946,0.6876905113889061,21.869125404910132,88.42542034405803,7945,0.312309488611094,20946,0.6876905113889061,0,
0.00875,8.75,2.353582358608134e-05,23.53582358608134,88.9792406888839,30506,732202.1335052823,0.002229069691208287,1.7998058399890272e-06,0,,,,10603,0.366667407511399,28.74062031853624,79.60953118723413,19903,0.633332592488601,21.30237420083368,90.38046779683033,10603,0.366667407511399,19903,0.633332592488601,0,
0.009250000000000001,9.250000000000002,2.4180652368199153e-05,24.18065236819915,92.31797178763493,31251,774828.743339424,0.0023359252503919875,2.958469605023428e-06,0,,,,13850,0.47079171927658514,30.634050427131864,80.52773445803795,17401,0.5292082807234147,20.364246456381316,94.15479481728877,13850,0.47079171927658514,17401,0.5292082807234147,0,
0.00975,9.75,2.6296087526566297e-05,26.296087526566296,94.3825208474555,31003,660008.8916181963,0.0010966680643808664,1.466954090843286e-06,0,,,,18392,0.6183871857535219,32.723770437233476,81.81114306231483,12611,0.38161281424647797,19.947056420759942,97.0902255760022,18392,0.6183871857535219,12611,0.38161281424647797,0,
0.01025,10.25,2.8191172884297496e-05,28.191172884297497,96.78344399759986,31532,580842.5352472183,0.0004439934035265762,3.226683789846531e-07,0,,,,21632,0.6823051804510801,35.0704352380423,83.29275911091563,9900,0.3176948195489198,19.835080678151073,100.05945980047161,21632,0.6823051804510801,9900,0.3176948195489198,0,
0.01075,10.75,2.9645701711091138e-05,29.64570171109114,97.92633570339903,29568,490115.61344934505,0.00013528138528138528,2.1405675763385213e-07,0,,,,21629,0.6978121899214058,37.92867740005717,84.12156204481975,7939,0.30218781007859413,19.707438750797984,101.081086332336,21629,0.6978121899214058,7939,0.30218781007859413,0,
0.01125,11.25,3.097491798573823e-05,30.97491798573823,98.15357418350052,25799,383269.14217783685,0.0,0.0,0,,,,19266,0.666500840010015,41.06826154796398,84.39596632225842,6533,0.33349915998998503,20.772179412695053,100.93797653813198,19266,0.666500840010015,6533,0.33349915998998503,0,
0.01175,11.75,3.164950748529331e-05,31.649507485293313,97.88921756381103,19071,274328.9684943616,0.0,0.0,0,,,,13912,0.5904631653945007,44.42391908309567,84.02365978815054,5159,0.4095368346054992,22.373549601539352,100.06087478052704,13912,0.5904631653945007,5159,0.4095368346054992,0,
0.01225,12.25,3.220720693157062e-05,32.20720693157062,97.03301021074218,11475,168280.0057778408,0.0,0.0,0,,,,7853,0.4672438878065949,47.990915180374245,83.11675083407263,3622,0.532756112193405,24.996930910688388,98.557699403209,7853,0.4672438878065949,3622,0.532756112193405,0,
0.012750000000000001,12.750000000000002,3.282044578371783e-05,32.82044578371783,95.87362801011496,5528,87404.19259950894,0.0,0.0,0,,,,3272,0.3167348566498604,51.4380553115535,81.94883751004595,2256,0.6832651433501394,28.104936734272215,96.83522629929664,3272,0.3167348566498604,2256,0.6832651433501394,0,
