y_center,y_center_mm,D32_m,D32_um,Ux_mean,n_events,n_phys_sum,frac_events_d_lt_2um,frac_mass_d_lt_2um,n_events_user0,mass_fraction_user0,D32_um_user0,Ux_mean_user0,n_events_user1,mass_fraction_user1,D32_um_user1,Ux_mean_user1,n_events_user2,mass_fraction_user2,D32_um_user2,Ux_mean_user2,n_events_m10,mass_fraction_m10,n_events_m20,mass_fraction_m20,n_events_m2,mass_fraction_m2
0.00025,0.25,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00075,0.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00125,1.25,9.836117955996088e-06,9.836117955996087,105.440505924219,271,21427.010331118,0.01107011070110701,3.943272560991742e-05,0,,,,0,,,,271,1.0,9.836117955996087,105.440505924219,0,,271,1.0,0,
0.00175,1.75,9.757975940119417e-06,9.757975940119417,105.50963229680882,614,49402.130491285,0.017915309446254073,0.00023040233830129252,0,,,,0,,,,614,1.0,9.757975940119417,105.50963229680882,0,,614,1.0,0,
0.0022500000000000003,2.2500000000000004,9.658111549635476e-06,9.658111549635477,103.72765373366754,935,66317.593520892,0.012834224598930482,8.438112946618304e-05,0,,,,0,,,,935,1.0,9.658111549635477,103.72765373366754,0,,935,1.0,0,
0.00275,2.75,9.757889130962287e-06,9.757889130962287,102.18127772803936,1294,89874.9060410145,0.0077279752704791345,2.9772950276699105e-05,0,,,,1,0.0060482706431487215,13.31731653,102.1343611,1293,0.9939517293568514,9.74204459761362,102.18135315226364,1,0.0060482706431487215,1293,0.9939517293568514,0,
0.0032500000000000003,3.2500000000000004,9.768512952387782e-06,9.768512952387782,99.35987876784188,1496,99644.3927359888,0.014705882352941176,0.0001397708391556938,0,,,,0,,,,1496,1.0,9.768512952387782,99.35987876784188,0,,1496,1.0,0,
0.00375,3.75,9.821962856071978e-06,9.821962856071977,96.17066420642021,1675,106863.1761934066,0.020895522388059702,0.0001951324232819289,0,,,,3,0.016883327953049716,17.64986765666036,97.72595222286826,1672,0.98311667204695,9.747719074895173,96.16793745430984,3,0.016883327953049716,1672,0.98311667204695,0,
0.00425,4.25,1.0257562800905596e-05,10.257562800905596,93.61966911366801,1872,113818.84109700541,0.026175213675213676,0.00021232173164167546,0,,,,12,0.052843919940450984,17.29342414167242,92.07131242216585,1860,0.9471560800595489,10.02989267939328,93.6296697860048,12,0.052843919940450984,1860,0.9471560800595489,0,
0.004750000000000001,4.750000000000001,1.0925029490979943e-05,10.925029490979943,90.39044970306995,2182,129079.1255543179,0.026581118240146653,0.00018428487525925,0,,,,34,0.11961394353523445,17.786863553695728,90.87302789024396,2148,0.8803860564647655,10.38092115008885,90.38286369812025,34,0.11961394353523445,2148,0.8803860564647655,0,
