y_center,y_center_mm,D32_m,D32_um,Ux_mean,n_events,n_phys_sum,frac_events_d_lt_2um,frac_mass_d_lt_2um,n_events_user0,mass_fraction_user0,D32_um_user0,Ux_mean_user0,n_events_user1,mass_fraction_user1,D32_um_user1,Ux_mean_user1,n_events_user2,mass_fraction_user2,D32_um_user2,Ux_mean_user2,n_events_m10,mass_fraction_m10,n_events_m20,mass_fraction_m20,n_events_m2,mass_fraction_m2
0.00025,0.25,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00075,0.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00125,1.25,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00175,1.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.0022500000000000003,2.2500000000000004,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00275,2.75,1.8768596577679107e-05,18.76859657767911,84.37383488888709,1093,34566.212404213504,0.0,0.0,0,,,,1077,0.9958388972724213,18.80084922609088,84.26982297215591,16,0.004161102727578688,13.305848809834984,92.31901486652527,1077,0.9958388972724213,16,0.004161102727578688,0,
0.0032500000000000003,3.2500000000000004,1.9996572898048818e-05,19.996572898048818,82.84517248902978,18511,478882.37558638654,0.0,0.0,0,,,,18492,0.9997118835457257,19.99996698937131,82.81002390856283,19,0.00028811645427424126,12.58560282082878,102.70089278332512,18492,0.9997118835457257,19,0.00028811645427424126,0,
0.00375,3.75,2.119680217152737e-05,21.19680217152737,81.78451264594179,69859,1548378.4952686054,0.0,0.0,0,,,,69839,0.9999569507474323,21.1975023886188,81.77729932593132,20,4.304925256763913e-05,11.993908148202806,101.64106095548374,69839,0.9999569507474323,20,4.304925256763913e-05,0,
0.00425,4.25,2.223718261962479e-05,22.23718261962479,81.33781662597876,78679,1538739.933467788,1.2709871757393969e-05,1.2890447323223912e-08,0,,,,78643,0.9998998949128373,22.238802847783123,81.32064421609915,36,0.00010010508716290017,12.870815073528451,103.46143425275193,78643,0.9998998949128373,36,0.00010010508716290017,0,
0.004750000000000001,4.750000000000001,2.3326516566005496e-05,23.326516566005495,81.43093709322696,65358,1117077.910804967,0.0,0.0,0,,,,65330,0.9999235425367882,23.32767968461667,81.41456372812227,28,7.645746321200959e-05,14.11950302760497,106.06783533216365,65330,0.9999235425367882,28,7.645746321200959e-05,0,
0.0052499999999999995,5.249999999999999,2.4740360710263657e-05,24.74036071026366,81.12387513280268,59638,868230.1043534786,1.6767832589959423e-05,4.249824322279978e-09,0,,,,59611,0.999915734611889,24.74177161415618,81.10511707342155,27,8.426538811105822e-05,14.755599623643759,105.72406336282405,59611,0.999915734611889,27,8.426538811105822e-05,0,
0.00575,5.75,2.632446745162769e-05,26.32446745162769,80.48231572324954,53287,651071.438478156,0.0,0.0,0,,,,53273,0.9999643091091067,26.325105414290096,80.4781432078499,14,3.569089089312274e-05,15.678914194455047,99.37366386249114,53273,0.9999643091091067,14,3.569089089312274e-05,0,
