y_center,y_center_mm,D32_m,D32_um,Ux_mean,n_events,n_phys_sum,frac_events_d_lt_2um,frac_mass_d_lt_2um,n_events_user0,mass_fraction_user0,D32_um_user0,Ux_mean_user0,n_events_user1,mass_fraction_user1,D32_um_user1,Ux_mean_user1,n_events_user2,mass_fraction_user2,D32_um_user2,Ux_mean_user2,n_events_m10,mass_fraction_m10,n_events_m20,mass_fraction_m20,n_events_m2,mass_fraction_m2
0.00025,0.25,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00075,0.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00125,1.25,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00175,1.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.0022500000000000003,2.2500000000000004,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00275,2.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.0032500000000000003,3.2500000000000004,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00375,3.75,1.6917633174026455e-05,16.917633174026456,84.20890984572505,1540,92872.1394148755,0.0,0.0,0,,,,1529,0.9985797835257512,16.93419906170162,84.11553448478543,11,0.001420216474248866,10.023330690462863,95.14113393584117,1529,0.9985797835257512,11,0.001420216474248866,0,
0.00425,4.25,1.7786946121553246e-05,17.786946121553246,83.16526692913926,11985,619841.7327384838,0.0,0.0,0,,,,11974,0.9998255782092994,17.78888915016572,83.14937661777068,11,0.00017442179070062652,10.938309955919706,98.64658547545088,11974,0.9998255782092994,11,0.00017442179070062652,0,
0.004750000000000001,4.750000000000001,1.8758320476260783e-05,18.75832047626078,82.31901155979563,36305,1631351.3949294917,0.0,0.0,0,,,,36294,0.9999503209290637,18.75920229257741,82.30898666677852,11,4.967907093642346e-05,9.638587560849016,100.70925847329659,36294,0.9999503209290637,11,4.967907093642346e-05,0,
0.0052499999999999995,5.249999999999999,1.9804826741194885e-05,19.804826741194884,81.75503362565897,51834,2015168.4740634167,1.9292356368406838e-05,2.940136452721739e-09,0,,,,51822,0.9999679152860834,19.805404330565736,81.74964289487352,12,3.208471391660183e-05,10.374911666482745,100.3087119266415,51822,0.9999679152860834,12,3.208471391660183e-05,0,
0.00575,5.75,2.0664248003333362e-05,20.664248003333363,81.88525864640688,50447,1735510.6023025978,0.0,0.0,0,,,,50436,0.9999671948067964,20.664941461077394,81.87784823916097,11,3.280519320365247e-05,10.21521040162127,103.3854445284013,50436,0.9999671948067964,11,3.280519320365247e-05,0,
0.00625,6.25,2.160470344102272e-05,21.604703441022718,82.2647860300365,44849,1356912.0238702626,0.0,0.0,0,,,,44831,0.9999182284259914,21.60591779910505,82.25083727109977,18,8.17715740086426e-05,12.804426879271686,103.5233052138931,44831,0.9999182284259914,18,8.17715740086426e-05,0,
