y_center,y_center_mm,D32_m,D32_um,Ux_mean,n_events,n_phys_sum,frac_events_d_lt_2um,frac_mass_d_lt_2um,n_events_user0,mass_fraction_user0,D32_um_user0,Ux_mean_user0,n_events_user1,mass_fraction_user1,D32_um_user1,Ux_mean_user1,n_events_user2,mass_fraction_user2,D32_um_user2,Ux_mean_user2,n_events_m10,mass_fraction_m10,n_events_m20,mass_fraction_m20,n_events_m2,mass_fraction_m2
0.00025,0.25,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00075,0.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00125,1.25,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00175,1.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.0022500000000000003,2.2500000000000004,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00275,2.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.0032500000000000003,3.2500000000000004,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00375,3.75,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,0,
0.00425,4.25,1.7364318820233108e-05,17.36431882023311,90.79305426277448,493,28074.8279112731,0.002028397565922921,3.819051146457124e-06,0,,,,482,0.9971789646074898,17.401794228544027,90.54184846566783,11,0.0028210353925103523,9.859189967745309,99.95786769281356,482,0.9971789646074898,11,0.0028210353925103523,0,
0.004750000000000001,4.750000000000001,1.7626309924274047e-05,17.626309924274047,90.55635039545156,2038,108535.1153677452,0.0,0.0,0,,,,2031,0.9993116390614822,17.63470182482917,90.5104988659867,7,0.0006883609385176483,10.424593028844287,101.6103463068273,2031,0.9993116390614822,7,0.0006883609385176483,0,
0.0052499999999999995,5.249999999999999,1.7988693222881216e-05,17.988693222881217,90.21004270392787,6717,337580.9401666608,0.0,0.0,0,,,,6713,0.9999157748835954,17.990403790365374,90.19795803865,4,8.4225116404461e-05,8.450114224129134,104.51220580586458,6713,0.9999157748835954,4,8.4225116404461e-05,0,
0.00575,5.75,1.849668433235416e-05,18.49668433235416,89.9473431051676,16867,784486.8322792007,0.0,0.0,0,,,,16857,0.9998922598082379,18.498647967810005,89.93574247122201,10,0.00010774019176199293,9.317588902810254,101.49259475367542,16857,0.9998922598082379,10,0.00010774019176199293,0,
0.00625,6.25,1.919070703346189e-05,19.19070703346189,89.82166340680966,29369,1238797.4607044957,0.0,0.0,0,,,,29357,0.9999203499237578,19.191922973599706,89.81439192418112,12,7.965007624224129e-05,10.688957958789894,104.092970309277,29357,0.9999203499237578,12,7.965007624224129e-05,0,
0.006750000000000001,6.750000000000001,1.9984645677482645e-05,19.984645677482646,89.82835239773314,36983,1394720.4655005787,0.0,0.0,0,,,,36971,0.999894611039224,19.985231733240592,89.82363243825137,12,0.00010538896077612293,15.634742522065778,104.42746333779832,36971,0.999894611039224,12,0.00010538896077612293,0,
